Godot Engine v4.7.1.stable.official.a13da4feb - https://godotengine.org

Could not find version of build tools that matches Target SDK, using 35.0.0
[   0% ] first_scan_filesystem | Started Project initialization (5 steps)
[  59% ] reimport | Preparing files to reimport...
[  60% ] reimport | Preparing files to reimport...
[  60% ] reimport | Preparing files to reimport...
[  60% ] reimport | Preparing files to reimport...
[  60% ] reimport | Preparing files to reimport...
[  61% ] reimport | Preparing files to reimport...
[  61% ] reimport | Preparing files to reimport...
[  61% ] reimport | Preparing files to reimport...
[  62% ] reimport | Preparing files to reimport...
[  62% ] reimport | Preparing files to reimport...
[  62% ] reimport | Preparing files to reimport...
[  62% ] reimport | Preparing files to reimport...
[  63% ] reimport | Preparing files to reimport...
[  63% ] reimport | Preparing files to reimport...
[  63% ] reimport | Preparing files to reimport...
[  63% ] reimport | Preparing files to reimport...
[  64% ] reimport | Preparing files to reimport...
[  64% ] reimport | Preparing files to reimport...
[  64% ] reimport | Preparing files to reimport...
[  65% ] reimport | Preparing files to reimport...
[  65% ] reimport | Preparing files to reimport...
[  65% ] reimport | Preparing files to reimport...
[  65% ] reimport | Preparing files to reimport...
[  66% ] reimport | Preparing files to reimport...
[  66% ] reimport | Preparing files to reimport...
[  66% ] reimport | Preparing files to reimport...
[  66% ] reimport | Preparing files to reimport...
[  67% ] reimport | Preparing files to reimport...
[  67% ] reimport | Preparing files to reimport...
[  67% ] reimport | Preparing files to reimport...
[  68% ] reimport | Preparing files to reimport...
[  68% ] reimport | Preparing files to reimport...
[  68% ] reimport | Preparing files to reimport...
[  68% ] reimport | Preparing files to reimport...
[  69% ] reimport | Preparing files to reimport...
[  69% ] reimport | Preparing files to reimport...
[  69% ] reimport | Preparing files to reimport...
[  69% ] reimport | Preparing files to reimport...
[  70% ] reimport | Preparing files to reimport...
[  70% ] reimport | Preparing files to reimport...
[  70% ] reimport | Preparing files to reimport...
[  71% ] reimport | Preparing files to reimport...
[  71% ] reimport | Preparing files to reimport...
[  71% ] reimport | Preparing files to reimport...
[  71% ] reimport | Preparing files to reimport...
[  72% ] reimport | Preparing files to reimport...
[  72% ] reimport | Preparing files to reimport...
[  72% ] reimport | Preparing files to reimport...
[  72% ] reimport | Preparing files to reimport...
[  73% ] reimport | Preparing files to reimport...
[  73% ] reimport | Preparing files to reimport...
[  73% ] reimport | Preparing files to reimport...
[  73% ] reimport | Preparing files to reimport...
[  74% ] reimport | Preparing files to reimport...
[  74% ] reimport | Preparing files to reimport...
[  74% ] reimport | Preparing files to reimport...
[  75% ] reimport | Preparing files to reimport...
[  75% ] reimport | Preparing files to reimport...
[  75% ] reimport | Preparing files to reimport...
[  75% ] reimport | Preparing files to reimport...
[  76% ] reimport | Preparing files to reimport...
[  76% ] reimport | Preparing files to reimport...
[  76% ] reimport | Preparing files to reimport...
[  76% ] reimport | Preparing files to reimport...
[  77% ] reimport | Preparing files to reimport...
[  77% ] reimport | Preparing files to reimport...
[  77% ] reimport | Preparing files to reimport...
[  78% ] reimport | Preparing files to reimport...
[  78% ] reimport | Preparing files to reimport...
[  78% ] reimport | Preparing files to reimport...
[  78% ] reimport | Preparing files to reimport...
[  79% ] reimport | Preparing files to reimport...
[  79% ] reimport | Preparing files to reimport...
[  79% ] reimport | Preparing files to reimport...
[  79% ] reimport | Preparing files to reimport...
[  80% ] reimport | Preparing files to reimport...
[  80% ] reimport | Preparing files to reimport...
[  80% ] reimport | Preparing files to reimport...
[  81% ] reimport | Preparing files to reimport...
[  81% ] reimport | Preparing files to reimport...
[  81% ] reimport | Preparing files to reimport...
[  81% ] reimport | Preparing files to reimport...
[  82% ] reimport | Preparing files to reimport...
[  82% ] reimport | Preparing files to reimport...
[  82% ] reimport | Preparing files to reimport...
[  82% ] reimport | Preparing files to reimport...
[  83% ] reimport | Preparing files to reimport...
[  83% ] reimport | Preparing files to reimport...
[  83% ] reimport | Preparing files to reimport...
[  84% ] reimport | Preparing files to reimport...
[  84% ] reimport | Preparing files to reimport...
[  84% ] reimport | Preparing files to reimport...
[  84% ] reimport | Preparing files to reimport...
[  85% ] reimport | Preparing files to reimport...
[  85% ] reimport | Preparing files to reimport...
[  85% ] reimport | Preparing files to reimport...
[  85% ] reimport | Preparing files to reimport...
[  86% ] reimport | Preparing files to reimport...
[  86% ] reimport | Preparing files to reimport...
[  86% ] reimport | Preparing files to reimport...
[  86% ] reimport | Preparing files to reimport...
[  87% ] reimport | Preparing files to reimport...
[  87% ] reimport | Preparing files to reimport...
[  87% ] reimport | Preparing files to reimport...
[  88% ] reimport | Preparing files to reimport...
[  88% ] reimport | Preparing files to reimport...
[  88% ] reimport | Preparing files to reimport...
[  88% ] reimport | Preparing files to reimport...
[  89% ] reimport | Preparing files to reimport...
[  89% ] reimport | Preparing files to reimport...
[  89% ] reimport | Preparing files to reimport...
[  89% ] reimport | Preparing files to reimport...
[  90% ] reimport | Preparing files to reimport...
[  90% ] reimport | Preparing files to reimport...
[  90% ] reimport | Preparing files to reimport...
[  91% ] reimport | Preparing files to reimport...
[  91% ] reimport | Preparing files to reimport...
[  91% ] reimport | Preparing files to reimport...
[  91% ] reimport | Preparing files to reimport...
[  92% ] reimport | Preparing files to reimport...
[  92% ] reimport | Preparing files to reimport...
[  92% ] reimport | Preparing files to reimport...
[  92% ] reimport | Preparing files to reimport...
[  93% ] reimport | Preparing files to reimport...
[  93% ] reimport | Preparing files to reimport...
[  93% ] reimport | Preparing files to reimport...
[  94% ] reimport | Preparing files to reimport...
[  94% ] reimport | Preparing files to reimport...
[  94% ] reimport | Preparing files to reimport...
[  94% ] reimport | Preparing files to reimport...
[  95% ] reimport | Preparing files to reimport...
[  95% ] reimport | Preparing files to reimport...
[  95% ] reimport | Preparing files to reimport...
[  95% ] reimport | Preparing files to reimport...
[  96% ] reimport | Preparing files to reimport...
[  96% ] reimport | Preparing files to reimport...
[  96% ] reimport | Preparing files to reimport...
[  97% ] reimport | Preparing files to reimport...
[  97% ] reimport | Preparing files to reimport...
[  97% ] reimport | Preparing files to reimport...
[  97% ] reimport | Preparing files to reimport...
[  98% ] reimport | Preparing files to reimport...
[  98% ] reimport | Preparing files to reimport...
[  98% ] reimport | Preparing files to reimport...
[  98% ] reimport | Preparing files to reimport...
[  99% ] reimport | Preparing files to reimport...
[  99% ] reimport | Preparing files to reimport...
[   0% ] reimport | Executing pre-reimport operations...
[   0% ] reimport | frame_0244.png
[   0% ] reimport | frame_0243.png
[   0% ] reimport | frame_0242.png
[   0% ] reimport | frame_0241.png
[   1% ] reimport | frame_0240.png
[   1% ] reimport | frame_0239.png
[   1% ] reimport | frame_0238.png
[   1% ] reimport | frame_0237.png
[   2% ] reimport | frame_0236.png
[   2% ] reimport | frame_0235.png
[   2% ] reimport | frame_0234.png
[   2% ] reimport | frame_0233.png
[   3% ] reimport | frame_0232.png
[   3% ] reimport | frame_0231.png
[   3% ] reimport | frame_0230.png
[   4% ] reimport | frame_0229.png
[   4% ] reimport | frame_0228.png
[   4% ] reimport | frame_0227.png
[   4% ] reimport | frame_0226.png
[   5% ] reimport | frame_0225.png
[   5% ] reimport | frame_0224.png
[   5% ] reimport | frame_0223.png
[   5% ] reimport | frame_0222.png
[   6% ] reimport | frame_0267.png
[   6% ] reimport | frame_0266.png
[   6% ] reimport | frame_0265.png
[   7% ] reimport | frame_0264.png
[   7% ] reimport | frame_0263.png
[   7% ] reimport | frame_0262.png
[   7% ] reimport | frame_0261.png
[   8% ] reimport | frame_0260.png
[   8% ] reimport | frame_0259.png
[   8% ] reimport | frame_0258.png
[   8% ] reimport | frame_0257.png
[   9% ] reimport | frame_0256.png
[   9% ] reimport | frame_0255.png
[   9% ] reimport | frame_0254.png
[  10% ] reimport | frame_0253.png
[  10% ] reimport | frame_0252.png
[  10% ] reimport | frame_0251.png
[  10% ] reimport | frame_0250.png
[  11% ] reimport | frame_0249.png
[  11% ] reimport | frame_0248.png
[  11% ] reimport | frame_0247.png
[  11% ] reimport | frame_0246.png
[  12% ] reimport | frame_0245.png
[  12% ] reimport | frame_0198.png
[  12% ] reimport | frame_0197.png
[  13% ] reimport | frame_0196.png
[  13% ] reimport | frame_0195.png
[  13% ] reimport | frame_0194.png
[  13% ] reimport | frame_0193.png
[  14% ] reimport | frame_0192.png
[  14% ] reimport | frame_0191.png
[  14% ] reimport | frame_0190.png
[  14% ] reimport | frame_0189.png
[  15% ] reimport | frame_0188.png
[  15% ] reimport | frame_0187.png
[  15% ] reimport | frame_0186.png
[  15% ] reimport | frame_0185.png
[  16% ] reimport | frame_0184.png
[  16% ] reimport | frame_0183.png
[  16% ] reimport | frame_0182.png
[  17% ] reimport | frame_0181.png
[  17% ] reimport | frame_0180.png
[  17% ] reimport | frame_0179.png
[  17% ] reimport | frame_0178.png
[  18% ] reimport | frame_0177.png
[  18% ] reimport | frame_0176.png
[  18% ] reimport | frame_0221.png
[  18% ] reimport | frame_0220.png
[  19% ] reimport | frame_0219.png
[  19% ] reimport | frame_0218.png
[  19% ] reimport | frame_0217.png
[  20% ] reimport | frame_0216.png
[  20% ] reimport | frame_0215.png
[  20% ] reimport | frame_0214.png
[  20% ] reimport | frame_0213.png
[  21% ] reimport | frame_0212.png
[  21% ] reimport | frame_0211.png
[  21% ] reimport | frame_0210.png
[  21% ] reimport | frame_0209.png
[  22% ] reimport | frame_0208.png
[  22% ] reimport | frame_0207.png
[  22% ] reimport | frame_0206.png
[  23% ] reimport | frame_0205.png
[  23% ] reimport | frame_0204.png
[  23% ] reimport | frame_0203.png
[  23% ] reimport | frame_0202.png
[  24% ] reimport | frame_0201.png
[  24% ] reimport | frame_0200.png
[  24% ] reimport | frame_0199.png
[  24% ] reimport | frame_0336.png
[  25% ] reimport | frame_0335.png
[  25% ] reimport | frame_0334.png
[  25% ] reimport | frame_0333.png
[  26% ] reimport | frame_0332.png
[  26% ] reimport | frame_0331.png
[  26% ] reimport | frame_0330.png
[  26% ] reimport | frame_0329.png
[  27% ] reimport | frame_0328.png
[  27% ] reimport | frame_0327.png
[  27% ] reimport | frame_0326.png
[  27% ] reimport | frame_0325.png
[  28% ] reimport | frame_0324.png
[  28% ] reimport | frame_0323.png
[  28% ] reimport | frame_0322.png
[  28% ] reimport | frame_0321.png
[  29% ] reimport | frame_0320.png
[  29% ] reimport | frame_0319.png
[  29% ] reimport | frame_0318.png
[  30% ] reimport | frame_0317.png
[  30% ] reimport | frame_0316.png
[  30% ] reimport | frame_0315.png
[  30% ] reimport | frame_0314.png
[  31% ] reimport | frame_0359.png
[  31% ] reimport | frame_0358.png
[  31% ] reimport | frame_0357.png
[  31% ] reimport | frame_0356.png
[  32% ] reimport | frame_0355.png
[  32% ] reimport | frame_0354.png
[  32% ] reimport | frame_0353.png
[  33% ] reimport | frame_0352.png
[  33% ] reimport | frame_0351.png
[  33% ] reimport | frame_0350.png
[  33% ] reimport | frame_0349.png
[  34% ] reimport | frame_0348.png
[  34% ] reimport | frame_0347.png
[  34% ] reimport | frame_0346.png
[  34% ] reimport | frame_0345.png
[  35% ] reimport | frame_0344.png
[  35% ] reimport | frame_0343.png
[  35% ] reimport | frame_0342.png
[  36% ] reimport | frame_0341.png
[  36% ] reimport | frame_0340.png
[  36% ] reimport | frame_0339.png
[  36% ] reimport | frame_0338.png
[  37% ] reimport | frame_0337.png
[  37% ] reimport | frame_0290.png
[  37% ] reimport | frame_0289.png
[  37% ] reimport | frame_0288.png
[  38% ] reimport | frame_0287.png
[  38% ] reimport | frame_0286.png
[  38% ] reimport | frame_0285.png
[  39% ] reimport | frame_0284.png
[  39% ] reimport | frame_0283.png
[  39% ] reimport | frame_0282.png
[  39% ] reimport | frame_0281.png
[  40% ] reimport | frame_0280.png
[  40% ] reimport | frame_0279.png
[  40% ] reimport | frame_0278.png
[  40% ] reimport | frame_0277.png
[  41% ] reimport | frame_0276.png
[  41% ] reimport | frame_0275.png
[  41% ] reimport | frame_0274.png
[  42% ] reimport | frame_0273.png
[  42% ] reimport | frame_0272.png
[  42% ] reimport | frame_0271.png
[  42% ] reimport | frame_0270.png
[  43% ] reimport | frame_0269.png
[  43% ] reimport | frame_0268.png
[  43% ] reimport | frame_0313.png
[  43% ] reimport | frame_0312.png
[  44% ] reimport | frame_0311.png
[  44% ] reimport | frame_0310.png
[  44% ] reimport | frame_0309.png
[  44% ] reimport | frame_0308.png
[  45% ] reimport | frame_0307.png
[  45% ] reimport | frame_0306.png
[  45% ] reimport | frame_0305.png
[  46% ] reimport | frame_0304.png
[  46% ] reimport | frame_0303.png
[  46% ] reimport | frame_0302.png
[  46% ] reimport | frame_0301.png
[  47% ] reimport | frame_0300.png
[  47% ] reimport | frame_0299.png
[  47% ] reimport | frame_0298.png
[  47% ] reimport | frame_0297.png
[  48% ] reimport | frame_0296.png
[  48% ] reimport | frame_0295.png
[  48% ] reimport | frame_0294.png
[  49% ] reimport | frame_0293.png
[  49% ] reimport | frame_0292.png
[  49% ] reimport | frame_0291.png
[  49% ] reimport | frame_0060.png
[  50% ] reimport | frame_0059.png
[  50% ] reimport | frame_0058.png
[  50% ] reimport | frame_0057.png
[  50% ] reimport | frame_0056.png
[  51% ] reimport | frame_0055.png
[  51% ] reimport | frame_0054.png
[  51% ] reimport | frame_0053.png
[  52% ] reimport | frame_0052.png
[  52% ] reimport | frame_0051.png
[  52% ] reimport | frame_0050.png
[  52% ] reimport | frame_0049.png
[  53% ] reimport | frame_0048.png
[  53% ] reimport | frame_0047.png
[  53% ] reimport | frame_0046.png
[  53% ] reimport | frame_0045.png
[  54% ] reimport | frame_0044.png
[  54% ] reimport | frame_0043.png
[  54% ] reimport | frame_0042.png
[  55% ] reimport | frame_0041.png
[  55% ] reimport | frame_0040.png
[  55% ] reimport | frame_0039.png
[  55% ] reimport | frame_0038.png
[  56% ] reimport | frame_0083.png
[  56% ] reimport | frame_0082.png
[  56% ] reimport | frame_0081.png
[  56% ] reimport | frame_0080.png
[  57% ] reimport | frame_0079.png
[  57% ] reimport | frame_0078.png
[  57% ] reimport | frame_0077.png
[  57% ] reimport | frame_0076.png
[  58% ] reimport | frame_0075.png
[  58% ] reimport | frame_0074.png
[  58% ] reimport | frame_0073.png
[  59% ] reimport | frame_0072.png
[  59% ] reimport | frame_0071.png
[  59% ] reimport | frame_0070.png
[  59% ] reimport | frame_0069.png
[  60% ] reimport | frame_0068.png
[  60% ] reimport | frame_0067.png
[  60% ] reimport | frame_0066.png
[  60% ] reimport | frame_0065.png
[  61% ] reimport | frame_0064.png
[  61% ] reimport | frame_0063.png
[  61% ] reimport | frame_0062.png
[  62% ] reimport | frame_0061.png
[  62% ] reimport | frame_0014.png
[  62% ] reimport | frame_0013.png
[  62% ] reimport | frame_0012.png
[  63% ] reimport | frame_0011.png
[  63% ] reimport | frame_0010.png
[  63% ] reimport | frame_0009.png
[  63% ] reimport | frame_0008.png
[  64% ] reimport | frame_0007.png
[  64% ] reimport | frame_0006.png
[  64% ] reimport | frame_0005.png
[  65% ] reimport | frame_0004.png
[  65% ] reimport | frame_0003.png
[  65% ] reimport | frame_0002.png
[  65% ] reimport | frame_0001.png
[  66% ] reimport | frame_0000.png
[  66% ] reimport | 08_touch_hud.png
[  66% ] reimport | 07_goal_feedback.png
[  66% ] reimport | 06_ball_motion.png
[  67% ] reimport | 05_strike_impact.png
[  67% ] reimport | 04_aim_charge.png
[  67% ] reimport | 03_rider_gallop.png
[  68% ] reimport | 02_rider_idle.png
[  68% ] reimport | 01_field.png
[  68% ] reimport | frame_0037.png
[  68% ] reimport | frame_0036.png
[  69% ] reimport | frame_0035.png
[  69% ] reimport | frame_0034.png
[  69% ] reimport | frame_0033.png
[  69% ] reimport | frame_0032.png
[  70% ] reimport | frame_0031.png
[  70% ] reimport | frame_0030.png
[  70% ] reimport | frame_0029.png
[  71% ] reimport | frame_0028.png
[  71% ] reimport | frame_0027.png
[  71% ] reimport | frame_0026.png
[  71% ] reimport | frame_0025.png
[  72% ] reimport | frame_0024.png
[  72% ] reimport | frame_0023.png
[  72% ] reimport | frame_0022.png
[  72% ] reimport | frame_0021.png
[  73% ] reimport | frame_0020.png
[  73% ] reimport | frame_0019.png
[  73% ] reimport | frame_0018.png
[  73% ] reimport | frame_0017.png
[  74% ] reimport | frame_0016.png
[  74% ] reimport | frame_0015.png
[  74% ] reimport | frame_0152.png
[  75% ] reimport | frame_0151.png
[  75% ] reimport | frame_0150.png
[  75% ] reimport | frame_0149.png
[  75% ] reimport | frame_0148.png
[  76% ] reimport | frame_0147.png
[  76% ] reimport | frame_0146.png
[  76% ] reimport | frame_0145.png
[  76% ] reimport | frame_0144.png
[  77% ] reimport | frame_0143.png
[  77% ] reimport | frame_0142.png
[  77% ] reimport | frame_0141.png
[  78% ] reimport | frame_0140.png
[  78% ] reimport | frame_0139.png
[  78% ] reimport | frame_0138.png
[  78% ] reimport | frame_0137.png
[  79% ] reimport | frame_0136.png
[  79% ] reimport | frame_0135.png
[  79% ] reimport | frame_0134.png
[  79% ] reimport | frame_0133.png
[  80% ] reimport | frame_0132.png
[  80% ] reimport | frame_0131.png
[  80% ] reimport | frame_0130.png
[  81% ] reimport | frame_0175.png
[  81% ] reimport | frame_0174.png
[  81% ] reimport | frame_0173.png
[  81% ] reimport | frame_0172.png
[  82% ] reimport | frame_0171.png
[  82% ] reimport | frame_0170.png
[  82% ] reimport | frame_0169.png
[  82% ] reimport | frame_0168.png
[  83% ] reimport | frame_0167.png
[  83% ] reimport | frame_0166.png
[  83% ] reimport | frame_0165.png
[  84% ] reimport | frame_0164.png
[  84% ] reimport | frame_0163.png
[  84% ] reimport | frame_0162.png
[  84% ] reimport | frame_0161.png
[  85% ] reimport | frame_0160.png
[  85% ] reimport | frame_0159.png
[  85% ] reimport | frame_0158.png
[  85% ] reimport | frame_0157.png
[  86% ] reimport | frame_0156.png
[  86% ] reimport | frame_0155.png
[  86% ] reimport | frame_0154.png
[  86% ] reimport | frame_0153.png
[  87% ] reimport | frame_0106.png
[  87% ] reimport | frame_0105.png
[  87% ] reimport | frame_0104.png
[  88% ] reimport | frame_0103.png
[  88% ] reimport | frame_0102.png
[  88% ] reimport | frame_0101.png
[  88% ] reimport | frame_0100.png
[  89% ] reimport | frame_0099.png
[  89% ] reimport | frame_0098.png
[  89% ] reimport | frame_0097.png
[  89% ] reimport | frame_0096.png
[  90% ] reimport | frame_0095.png
[  90% ] reimport | frame_0094.png
[  90% ] reimport | frame_0093.png
[  91% ] reimport | frame_0092.png
[  91% ] reimport | frame_0091.png
[  91% ] reimport | frame_0090.png
[  91% ] reimport | frame_0089.png
[  92% ] reimport | frame_0088.png
[  92% ] reimport | frame_0087.png
[  92% ] reimport | frame_0086.png
[  92% ] reimport | frame_0085.png
[  93% ] reimport | frame_0084.png
[  93% ] reimport | frame_0129.png
[  93% ] reimport | frame_0128.png
[  94% ] reimport | frame_0127.png
[  94% ] reimport | frame_0126.png
[  94% ] reimport | frame_0125.png
[  94% ] reimport | frame_0124.png
[  95% ] reimport | frame_0123.png
[  95% ] reimport | frame_0122.png
[  95% ] reimport | frame_0121.png
[  95% ] reimport | frame_0120.png
[  96% ] reimport | frame_0119.png
[  96% ] reimport | frame_0118.png
[  96% ] reimport | frame_0117.png
[  97% ] reimport | frame_0116.png
[  97% ] reimport | frame_0115.png
[  97% ] reimport | frame_0114.png
[  97% ] reimport | frame_0113.png
[  98% ] reimport | frame_0112.png
[  98% ] reimport | frame_0111.png
[  98% ] reimport | frame_0110.png
[  98% ] reimport | frame_0109.png
[  99% ] reimport | frame_0108.png
[  99% ] reimport | frame_0107.png
[  99% ] reimport | Finalizing Asset Import...
[ DONE ] reimport

[   0% ] reimport | Started (Re)Importing Assets (368 steps)
[   0% ] reimport | Executing post-reimport operations...
[ DONE ] reimport

Could not find version of build tools that matches Target SDK, using 35.0.0
[   0% ] export | Started Exporting for Android (105 steps)
0 param: --xr_mode_regular
1 param: --xr-mode
2 param: off
3 param: --fullscreen
4 param: --background_color
5 param: #000000
[   0% ] export | Creating APK...
ADDING: classes.dex
ADDING: classes10.dex
ADDING: classes11.dex
ADDING: classes12.dex
ADDING: classes13.dex
ADDING: classes2.dex
ADDING: classes3.dex
ADDING: classes4.dex
ADDING: classes5.dex
ADDING: classes6.dex
ADDING: classes7.dex
ADDING: classes8.dex
ADDING: classes9.dex
ADDING: lib/arm64-v8a/libc++_shared.so
ADDING: lib/arm64-v8a/libgodot_android.so
ADDING: lib/armeabi-v7a/libc++_shared.so
ADDING: lib/armeabi-v7a/libgodot_android.so
Adding application metadata org.godotengine.rendering.method
Adding application metadata org.godotengine.editor.version
ADDING: AndroidManifest.xml
ADDING: res/anim-v21/fragment_fast_out_extra_slow_in.xml
ADDING: res/animator/fragment_close_enter.xml
ADDING: res/animator/fragment_close_exit.xml
ADDING: res/animator/fragment_fade_enter.xml
ADDING: res/animator/fragment_fade_exit.xml
ADDING: res/animator/fragment_open_enter.xml
ADDING: res/animator/fragment_open_exit.xml
ADDING: res/drawable-hdpi-v4/notification_bg_low_normal.9.png
ADDING: res/drawable-hdpi-v4/notification_bg_low_pressed.9.png
ADDING: res/drawable-hdpi-v4/notification_bg_normal.9.png
ADDING: res/drawable-hdpi-v4/notification_bg_normal_pressed.9.png
ADDING: res/drawable-hdpi-v4/notify_panel_notification_icon_bg.png
ADDING: res/drawable-mdpi-v4/notification_bg_low_normal.9.png
ADDING: res/drawable-mdpi-v4/notification_bg_low_pressed.9.png
ADDING: res/drawable-mdpi-v4/notification_bg_normal.9.png
ADDING: res/drawable-mdpi-v4/notification_bg_normal_pressed.9.png
ADDING: res/drawable-mdpi-v4/notify_panel_notification_icon_bg.png
ADDING: res/drawable-v21/notification_action_background.xml
ADDING: res/drawable-v23/compat_splash_screen.xml
ADDING: res/drawable-v23/compat_splash_screen_no_icon_background.xml
ADDING: res/drawable-xhdpi-v4/notification_bg_low_normal.9.png
ADDING: res/drawable-xhdpi-v4/notification_bg_low_pressed.9.png
ADDING: res/drawable-xhdpi-v4/notification_bg_normal.9.png
ADDING: res/drawable-xhdpi-v4/notification_bg_normal_pressed.9.png
ADDING: res/drawable-xhdpi-v4/notify_panel_notification_icon_bg.png
ADDING: res/drawable/icon_background.xml
ADDING: res/drawable/notification_bg.xml
ADDING: res/drawable/notification_bg_low.xml
ADDING: res/drawable/notification_icon_background.xml
ADDING: res/drawable/notification_tile_bg.xml
ADDING: res/drawable/splash_branding_image.webp
ADDING: res/drawable/splash_icon.webp
ADDING: res/layout-v21/notification_action.xml
ADDING: res/layout-v21/notification_action_tombstone.xml
ADDING: res/layout-v21/notification_template_custom_big.xml
ADDING: res/layout-v21/notification_template_icon_group.xml
ADDING: res/layout/custom_dialog.xml
ADDING: res/layout/godot_app_layout.xml
ADDING: res/layout/notification_template_part_chronometer.xml
ADDING: res/layout/notification_template_part_time.xml
ADDING: res/layout/remote_godot_fragment_layout.xml
ADDING: res/layout/snackbar.xml
ADDING: res/layout/splash_screen_view.xml
ADDING: res/mipmap-anydpi-v26/icon.xml
ADDING: res/mipmap-hdpi-v4/icon.webp
ADDING: res/mipmap-hdpi-v4/icon_background.webp
ADDING: res/mipmap-hdpi-v4/icon_foreground.webp
ADDING: res/mipmap-hdpi-v4/icon_monochrome.webp
ADDING: res/mipmap-mdpi-v4/icon.webp
ADDING: res/mipmap-mdpi-v4/icon_background.webp
ADDING: res/mipmap-mdpi-v4/icon_foreground.webp
ADDING: res/mipmap-mdpi-v4/icon_monochrome.webp
ADDING: res/mipmap-xhdpi-v4/icon.webp
ADDING: res/mipmap-xhdpi-v4/icon_background.webp
ADDING: res/mipmap-xhdpi-v4/icon_foreground.webp
ADDING: res/mipmap-xhdpi-v4/icon_monochrome.webp
ADDING: res/mipmap-xxhdpi-v4/icon.webp
ADDING: res/mipmap-xxhdpi-v4/icon_background.webp
ADDING: res/mipmap-xxhdpi-v4/icon_foreground.webp
ADDING: res/mipmap-xxhdpi-v4/icon_monochrome.webp
ADDING: res/mipmap-xxxhdpi-v4/icon.webp
ADDING: res/mipmap-xxxhdpi-v4/icon_background.webp
ADDING: res/mipmap-xxxhdpi-v4/icon_foreground.webp
ADDING: res/mipmap-xxxhdpi-v4/icon_monochrome.webp
ADDING: res/mipmap/icon.webp
ADDING: res/mipmap/icon_background.webp
ADDING: res/mipmap/icon_foreground.webp
ADDING: res/mipmap/icon_monochrome.webp
ADDING: res/xml/godot_provider_paths.xml
ADDING: resources.arsc
ADDING: DebugProbesKt.bin
ADDING: kotlin/annotation/annotation.kotlin_builtins
ADDING: kotlin/collections/collections.kotlin_builtins
ADDING: kotlin/concurrent/atomics/atomics.kotlin_builtins
ADDING: kotlin/coroutines/coroutines.kotlin_builtins
ADDING: kotlin/internal/internal.kotlin_builtins
ADDING: kotlin/kotlin.kotlin_builtins
ADDING: kotlin/ranges/ranges.kotlin_builtins
ADDING: kotlin/reflect/reflect.kotlin_builtins
[   0% ] export | Adding files...
[  97% ] export | Aligning APK...
[  98% ] export | Signing debug APK...
Could not find version of build tools that matches Target SDK, using 35.0.0
Signing binary using: 
C:\Users\LEGION\AppData\Local/Android/Sdk/build-tools/35.0.0/apksigner.bat sign --verbose --ks <REDACTED> --ks-pass pass:<REDACTED> --ks-key-alias <REDACTED> F:/polo/builds/chogan-gate-a6-debug.apk
Signed

[  99% ] export | Verifying APK...
[ DONE ] export

